"path","line","category","text"
"extern\include\d3dx9mesh.h","1950","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ExtractPerVertexAlbedo)(THIS_ LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","1957","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ResampleBuffer)(THIS_ LPD3DXPRTBUFFER pBufferIn, LPD3DXPRTBUFFER pBufferOut) PURE;"
"extern\include\d3dx9mesh.h","1967","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetAdaptedMesh)(THIS_ LPDIRECT3DDEVICE9 pD3DDevice,UINT *pFaceRemap, UINT *pVertRemap, FLOAT *pfVertWeights, LPD3DXMESH *ppMesh) PURE;"
"extern\include\d3dx9mesh.h","2015","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut) PURE;"
"extern\include\d3dx9mesh.h","2033","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut) PURE;"
"extern\include\d3dx9mesh.h","2050","E: external artifact / not included by normal D3D9-free build","//  D3DXSHGPUSIMOPT flags.  Only one SHADOWRES setting should be set and"
"extern\include\d3dx9mesh.h","2061","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut) PURE;"
"extern\include\d3dx9mesh.h","2071","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ComputeSS)(THIS_ LPD3DXPRTBUFFER pDataIn,"
"extern\include\d3dx9mesh.h","2072","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut, LPD3DXPRTBUFFER pDataTotal) PURE;"
"extern\include\d3dx9mesh.h","2086","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ComputeSSAdaptive)(THIS_ LPD3DXPRTBUFFER pDataIn,"
"extern\include\d3dx9mesh.h","2090","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut, LPD3DXPRTBUFFER pDataTotal) PURE;"
"extern\include\d3dx9mesh.h","2099","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ComputeBounce)(THIS_ LPD3DXPRTBUFFER pDataIn,"
"extern\include\d3dx9mesh.h","2100","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut,"
"extern\include\d3dx9mesh.h","2101","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataTotal) PURE;"
"extern\include\d3dx9mesh.h","2115","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ComputeBounceAdaptive)(THIS_ LPD3DXPRTBUFFER pDataIn,"
"extern\include\d3dx9mesh.h","2119","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut,"
"extern\include\d3dx9mesh.h","2120","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataTotal) PURE;"
"extern\include\d3dx9mesh.h","2144","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pSampleLocs,"
"extern\include\d3dx9mesh.h","2145","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut) PURE;"
"extern\include\d3dx9mesh.h","2167","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ComputeVolumeSamples)(THIS_ LPD3DXPRTBUFFER pSurfDataIn,"
"extern\include\d3dx9mesh.h","2170","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pSampleLocs,"
"extern\include\d3dx9mesh.h","2171","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut) PURE;"
"extern\include\d3dx9mesh.h","2183","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pSampleLocs,"
"extern\include\d3dx9mesh.h","2184","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pSampleNorms,"
"extern\include\d3dx9mesh.h","2185","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut) PURE;"
"extern\include\d3dx9mesh.h","2197","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ComputeSurfSamplesBounce)(THIS_ LPD3DXPRTBUFFER pSurfDataIn,"
"extern\include\d3dx9mesh.h","2199","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pSampleLocs,"
"extern\include\d3dx9mesh.h","2200","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pSampleNorms,"
"extern\include\d3dx9mesh.h","2201","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut,"
"extern\include\d3dx9mesh.h","2202","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataTotal) PURE;"
"extern\include\d3dx9mesh.h","2227","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ComputeLDPRTCoeffs)(THIS_ LPD3DXPRTBUFFER pDataIn,"
"extern\include\d3dx9mesh.h","2229","E: external artifact / not included by normal D3D9-free build","D3DXVECTOR3 *pNormOut,"
"extern\include\d3dx9mesh.h","2230","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pDataOut) PURE;"
"extern\include\d3dx9mesh.h","2235","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ScaleMeshChunk)(THIS_ UINT uMeshChunk, FLOAT fScale, LPD3DXPRTBUFFER pDataOut) PURE;"
"extern\include\d3dx9mesh.h","2247","E: external artifact / not included by normal D3D9-free build","STDMETHOD(MultiplyAlbedo)(THIS_ LPD3DXPRTBUFFER pDataOut) PURE;"
"extern\include\d3dx9mesh.h","2256","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetCallBack)(THIS_ LPD3DXSHPRTSIMCB pCB, FLOAT Frequency,  LPVOID lpUserContext) PURE;"
"extern\include\d3dx9mesh.h","2265","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(BOOL, ShadowRayIntersects)(THIS_ CONST D3DXVECTOR3 *pRayPos, CONST D3DXVECTOR3 *pRayDir) PURE;"
"extern\include\d3dx9mesh.h","2280","E: external artifact / not included by normal D3D9-free build","STDMETHOD_(BOOL, ClosestRayIntersects)(THIS_ CONST D3DXVECTOR3 *pRayPos, CONST D3DXVECTOR3 *pRayDir,"
"extern\include\d3dx9mesh.h","2293","E: external artifact / not included by normal D3D9-free build","//  D3DXCreatePRTBuffer:"
"extern\include\d3dx9mesh.h","2312","E: external artifact / not included by normal D3D9-free build","D3DXCreatePRTBuffer("
"extern\include\d3dx9mesh.h","2316","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER* ppBuffer);"
"extern\include\d3dx9mesh.h","2320","E: external artifact / not included by normal D3D9-free build","//  D3DXCreatePRTBufferTex:"
"extern\include\d3dx9mesh.h","2341","E: external artifact / not included by normal D3D9-free build","D3DXCreatePRTBufferTex("
"extern\include\d3dx9mesh.h","2346","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER* ppBuffer);"
"extern\include\d3dx9mesh.h","2350","E: external artifact / not included by normal D3D9-free build","//  D3DXLoadPRTBufferFromFile:"
"extern\include\d3dx9mesh.h","2363","E: external artifact / not included by normal D3D9-free build","D3DXLoadPRTBufferFromFileA("
"extern\include\d3dx9mesh.h","2365","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER*       ppBuffer);"
"extern\include\d3dx9mesh.h","2368","E: external artifact / not included by normal D3D9-free build","D3DXLoadPRTBufferFromFileW("
"extern\include\d3dx9mesh.h","2370","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER*       ppBuffer);"
"extern\include\d3dx9mesh.h","2373","E: external artifact / not included by normal D3D9-free build","#define D3DXLoadPRTBufferFromFile D3DXLoadPRTBufferFromFileW"
"extern\include\d3dx9mesh.h","2375","E: external artifact / not included by normal D3D9-free build","#define D3DXLoadPRTBufferFromFile D3DXLoadPRTBufferFromFileA"
"extern\include\d3dx9mesh.h","2381","E: external artifact / not included by normal D3D9-free build","//  D3DXSavePRTBufferToFile:"
"extern\include\d3dx9mesh.h","2394","E: external artifact / not included by normal D3D9-free build","D3DXSavePRTBufferToFileA("
"extern\include\d3dx9mesh.h","2396","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pBuffer);"
"extern\include\d3dx9mesh.h","2399","E: external artifact / not included by normal D3D9-free build","D3DXSavePRTBufferToFileW("
"extern\include\d3dx9mesh.h","2401","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER pBuffer);"
"extern\include\d3dx9mesh.h","2404","E: external artifact / not included by normal D3D9-free build","#define D3DXSavePRTBufferToFile D3DXSavePRTBufferToFileW"
"extern\include\d3dx9mesh.h","2406","E: external artifact / not included by normal D3D9-free build","#define D3DXSavePRTBufferToFile D3DXSavePRTBufferToFileA"
"extern\include\d3dx9mesh.h","2412","E: external artifact / not included by normal D3D9-free build","//  D3DXLoadPRTCompBufferFromFile:"
"extern\include\d3dx9mesh.h","2425","E: external artifact / not included by normal D3D9-free build","D3DXLoadPRTCompBufferFromFileA("
"extern\include\d3dx9mesh.h","2427","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTCOMPBUFFER*       ppBuffer);"
"extern\include\d3dx9mesh.h","2430","E: external artifact / not included by normal D3D9-free build","D3DXLoadPRTCompBufferFromFileW("
"extern\include\d3dx9mesh.h","2432","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTCOMPBUFFER*       ppBuffer);"
"extern\include\d3dx9mesh.h","2435","E: external artifact / not included by normal D3D9-free build","#define D3DXLoadPRTCompBufferFromFile D3DXLoadPRTCompBufferFromFileW"
"extern\include\d3dx9mesh.h","2437","E: external artifact / not included by normal D3D9-free build","#define D3DXLoadPRTCompBufferFromFile D3DXLoadPRTCompBufferFromFileA"
"extern\include\d3dx9mesh.h","2442","E: external artifact / not included by normal D3D9-free build","//  D3DXSavePRTCompBufferToFile:"
"extern\include\d3dx9mesh.h","2455","E: external artifact / not included by normal D3D9-free build","D3DXSavePRTCompBufferToFileA("
"extern\include\d3dx9mesh.h","2457","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTCOMPBUFFER pBuffer);"
"extern\include\d3dx9mesh.h","2460","E: external artifact / not included by normal D3D9-free build","D3DXSavePRTCompBufferToFileW("
"extern\include\d3dx9mesh.h","2462","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTCOMPBUFFER pBuffer);"
"extern\include\d3dx9mesh.h","2465","E: external artifact / not included by normal D3D9-free build","#define D3DXSavePRTCompBufferToFile D3DXSavePRTCompBufferToFileW"
"extern\include\d3dx9mesh.h","2467","E: external artifact / not included by normal D3D9-free build","#define D3DXSavePRTCompBufferToFile D3DXSavePRTCompBufferToFileA"
"extern\include\d3dx9mesh.h","2472","E: external artifact / not included by normal D3D9-free build","//  D3DXCreatePRTCompBuffer:"
"extern\include\d3dx9mesh.h","2477","E: external artifact / not included by normal D3D9-free build","//    D3DXSHCOMPRESSQUALITYTYPE"
"extern\include\d3dx9mesh.h","2497","E: external artifact / not included by normal D3D9-free build","D3DXCreatePRTCompBuffer("
"extern\include\d3dx9mesh.h","2498","E: external artifact / not included by normal D3D9-free build","D3DXSHCOMPRESSQUALITYTYPE Quality,"
"extern\include\d3dx9mesh.h","2501","E: external artifact / not included by normal D3D9-free build","LPD3DXSHPRTSIMCB pCB,"
"extern\include\d3dx9mesh.h","2503","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTBUFFER  pBufferIn,"
"extern\include\d3dx9mesh.h","2504","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTCOMPBUFFER *ppBufferOut"
"extern\include\d3dx9mesh.h","2509","E: external artifact / not included by normal D3D9-free build","//  D3DXCreateTextureGutterHelper:"
"extern\include\d3dx9mesh.h","2531","E: external artifact / not included by normal D3D9-free build","D3DXCreateTextureGutterHelper("
"extern\include\d3dx9mesh.h","2534","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","2536","E: external artifact / not included by normal D3D9-free build","LPD3DXTEXTUREGUTTERHELPER* ppBuffer);"
"extern\include\d3dx9mesh.h","2541","E: external artifact / not included by normal D3D9-free build","//  D3DXCreatePRTEngine:"
"extern\include\d3dx9mesh.h","2564","E: external artifact / not included by normal D3D9-free build","D3DXCreatePRTEngine("
"extern\include\d3dx9mesh.h","2565","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","2568","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pBlockerMesh,"
"extern\include\d3dx9mesh.h","2569","E: external artifact / not included by normal D3D9-free build","LPD3DXPRTENGINE* ppEngine);"
"extern\include\d3dx9mesh.h","2573","E: external artifact / not included by normal D3D9-free build","//  D3DXConcatenateMeshes:"
"extern\include\d3dx9mesh.h","2587","E: external artifact / not included by normal D3D9-free build","//      Passed through to D3DXCreateMesh"
"extern\include\d3dx9mesh.h","2606","E: external artifact / not included by normal D3D9-free build","D3DXConcatenateMeshes("
"extern\include\d3dx9mesh.h","2607","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH *ppMeshes,"
"extern\include\d3dx9mesh.h","2610","E: external artifact / not included by normal D3D9-free build","CONST D3DXMATRIX *pGeomXForms,"
"extern\include\d3dx9mesh.h","2611","E: external artifact / not included by normal D3D9-free build","CONST D3DXMATRIX *pTextureXForms,"
"extern\include\d3dx9mesh.h","2614","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH *ppMeshOut);"
"extern\include\d3dx9mesh.h","2618","E: external artifact / not included by normal D3D9-free build","//  D3DXSHPRTCompSuperCluster:"
"extern\include\d3dx9mesh.h","2620","E: external artifact / not included by normal D3D9-free build","//  Used with compressed results of D3DXSHPRTSimulation."
"extern\include\d3dx9mesh.h","2643","E: external artifact / not included by normal D3D9-free build","D3DXSHPRTCompSuperCluster("
"extern\include\d3dx9mesh.h","2645","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pScene,"
"extern\include\d3dx9mesh.h","2653","E: external artifact / not included by normal D3D9-free build","//  D3DXSHPRTCompSplitMeshSC:"
"extern\include\d3dx9mesh.h","2656","E: external artifact / not included by normal D3D9-free build","//  After D3DXSHRTCompSuperCluster has been called this function can be used"
"extern\include\d3dx9mesh.h","2672","E: external artifact / not included by normal D3D9-free build","//      D3DXSHCompSuerCluster)"
"extern\include\d3dx9mesh.h","2674","E: external artifact / not included by normal D3D9-free build","//      Number of superclusters allocated in D3DXSHCompSuerCluster"
"extern\include\d3dx9mesh.h","2683","E: external artifact / not included by normal D3D9-free build","//      LPD3DXBUFFER holds raw index buffer that will contain the resulting split faces."
"extern\include\d3dx9mesh.h","2691","E: external artifact / not included by normal D3D9-free build","//      LPD3DXBUFFER mapping of each face in ppIBData to original faces.  Length is"
"extern\include\d3dx9mesh.h","2694","E: external artifact / not included by normal D3D9-free build","//      LPD3DXBUFFER contains new vertex data structure.  Size of pVertDataLength"
"extern\include\d3dx9mesh.h","2707","E: external artifact / not included by normal D3D9-free build","D3DXSHPRTCompSplitMeshSC("
